50AA01-0820-4266	
This data for reference only	
2081	0.6512
2082	0.6513
2083	0.6515
2084	0.6517
2085	0.6518
2086	0.6513
2087	0.6514
2088	0.6516
2089	0.6517
2090	0.6518
2091	0.6520
2092	0.6521
2093	0.6523
2094	0.6524
2095	0.6526
2096	0.6521
2097	0.6522
2098	0.6523
2099	0.6525
2100	0.6527
2101	0.6528
2102	0.6530
2103	0.6532
2104	0.6533
2105	0.6535
2106	0.6530
2107	0.6532
2108	0.6534
2109	0.6536
2110	0.6538
2111	0.6539
2112	0.6541
2113	0.6543
2114	0.6546
2115	0.6548
2116	0.6543
2117	0.6545
2118	0.6548
2119	0.6550
2120	0.6552
2121	0.6554
2122	0.6556
2123	0.6552
2124	0.6553
2125	0.6555
2126	0.6557
2127	0.6559
2128	0.6554
2129	0.6555
2130	0.6557
2131	0.6558
2132	0.6559
2133	0.6560
2134	0.6562
2135	0.6563
2136	0.6562
2137	0.6564
2138	0.6564
2139	0.6564
2140	0.6564
2141	0.6564
2142	0.6565
2143	0.6564
2144	0.6564
2145	0.6571
2146	0.6571
2147	0.6570
2148	0.6569
2149	0.6569
2150	0.6567
2151	0.6566
2152	0.6565
2153	0.6571
2154	0.6569
2155	0.6567
2156	0.6566
2157	0.6564
2158	0.6569
2159	0.6567
2160	0.6565
2161	0.6563
2162	0.6568
2163	0.6566
2164	0.6563
2165	0.6567
2166	0.6565
2167	0.6562
2168	0.6560
2169	0.6564
2170	0.6561
2171	0.6559
2172	0.6564
2173	0.6561
2174	0.6558
2175	0.6563
2176	0.6560
2177	0.6558
2178	0.6556
2179	0.6561
2180	0.6558
2181	0.6556
2182	0.6553
2183	0.6558
2184	0.6557
2185	0.6555
2186	0.6553
2187	0.6551
2188	0.6556
2189	0.6554
2190	0.6552
2191	0.6550
2192	0.6549
2193	0.6554
2194	0.6553
2195	0.6551
2196	0.6550
2197	0.6549
2198	0.6554
2199	0.6553
2200	0.6552
2201	0.655
2202	0.655
2203	0.655
2204	0.655
2205	0.655
2206	0.655
2207	0.655
2208	0.655
2209	0.655
2210	0.655
2211	0.654
2212	0.654
2213	0.654
2214	0.654
2215	0.655
2216	0.655
2217	0.655
2218	0.655
2219	0.655
2220	0.655
2221	0.655
2222	0.655
2223	0.655
2224	0.655
2225	0.655
2226	0.655
2227	0.655
2228	0.655
2229	0.656
2230	0.655
2231	0.656
2232	0.656
2233	0.656
2234	0.656
2235	0.656
2236	0.655
2237	0.655
2238	0.655
2239	0.656
2240	0.656
2241	0.656
2242	0.656
2243	0.656
2244	0.656
2245	0.656
2246	0.656
2247	0.656
2248	0.656
2249	0.656
2250	0.657
2251	0.657
2252	0.657
2253	0.657
2254	0.657
2255	0.657
2256	0.656
2257	0.657
2258	0.657
2259	0.657
2260	0.657
2261	0.657
2262	0.657
2263	0.657
2264	0.657
2265	0.657
2266	0.658
2267	0.658
2268	0.658
2269	0.658
2270	0.658
2271	0.658
2272	0.658
2273	0.658
2274	0.659
2275	0.659
2276	0.658
2277	0.658
2278	0.658
2279	0.659
2280	0.659
2281	0.659
2282	0.659
2283	0.659
2284	0.659
2285	0.659
2286	0.659
2287	0.659
2288	0.659
2289	0.659
2290	0.659
2291	0.659
2292	0.659
2293	0.659
2294	0.659
2295	0.659
2296	0.659
2297	0.660
2298	0.659
2299	0.659
2300	0.659
2301	0.659
2302	0.660
2303	0.660
2304	0.660
2305	0.660
2306	0.660
2307	0.660
2308	0.660
2309	0.660
2310	0.660
2311	0.660
2312	0.661
2313	0.661
2314	0.661
2315	0.661
2316	0.661
2317	0.661
2318	0.661
2319	0.661
2320	0.661
2321	0.662
2322	0.662
2323	0.661
2324	0.661
2325	0.662
2326	0.662
2327	0.662
2328	0.662
2329	0.662
2330	0.662
2331	0.662
2332	0.662
2333	0.662
2334	0.662
2335	0.662
2336	0.663
2337	0.663
2338	0.662
2339	0.662
2340	0.663
2341	0.663
2342	0.663
2343	0.663
2344	0.663
2345	0.663
2346	0.663
2347	0.663
2348	0.663
2349	0.663
2350	0.663
2351	0.664
2352	0.664
2353	0.664
2354	0.664
2355	0.664
2356	0.663
2357	0.664
2358	0.664
2359	0.664
2360	0.664
2361	0.664
2362	0.664
2363	0.664
2364	0.664
2365	0.664
2366	0.664
2367	0.664
2368	0.664
2369	0.664
2370	0.664
2371	0.664
2372	0.664
2373	0.664
2374	0.664
2375	0.664
2376	0.664
2377	0.664
2378	0.665
2379	0.665
2380	0.665
2381	0.665
2382	0.665
2383	0.665
2384	0.665
2385	0.665
2386	0.664
2387	0.665
2388	0.664
2389	0.664
2390	0.665
2391	0.665
2392	0.665
2393	0.665
2394	0.665
2395	0.665
2396	0.665
2397	0.665
2398	0.665
2399	0.665
2400	0.665
2401	0.665
2402	0.665
2403	0.665
2404	0.665
2405	0.666
2406	0.666
2407	0.666
2408	0.666
2409	0.666
2410	0.666
2411	0.666
2412	0.666
2413	0.666
2414	0.666
2415	0.666
2416	0.666
2417	0.666
2418	0.666
2419	0.666
2420	0.666
2421	0.666
2422	0.666
2423	0.666
2424	0.666
2425	0.666
2426	0.666
2427	0.666
2428	0.666
2429	0.666
2430	0.666
2431	0.666
2432	0.666
2433	0.666
2434	0.666
2435	0.666
2436	0.666
2437	0.666
2438	0.666
2439	0.666
2440	0.666
2441	0.666
2442	0.666
2443	0.666
2444	0.666
2445	0.665
2446	0.666
2447	0.666
2448	0.666
2449	0.666
2450	0.666
2451	0.666
2452	0.666
2453	0.665
2454	0.666
2455	0.665
2456	0.666
2457	0.666
2458	0.666
2459	0.666
2460	0.666
2461	0.666
2462	0.666
2463	0.666
2464	0.666
2465	0.666
2466	0.666
2467	0.666
2468	0.666
2469	0.666
2470	0.666
2471	0.666
2472	0.666
2473	0.666
2474	0.666
2475	0.666
2476	0.666
2477	0.666
2478	0.667
2479	0.666
2480	0.666
2481	0.666
2482	0.667
2483	0.668
2484	0.666
2485	0.667
2486	0.667
2487	0.667
2488	0.667
2489	0.667
2490	0.667
2491	0.667
2492	0.668
2493	0.667
2494	0.668
2495	0.668
2496	0.668
2497	0.669
2498	0.671
2499	0.667
2500	0.669
