02AA01-0720-4246	
528	0.0097
529	0.0097
530	0.0097
531	0.0097
532	0.0097
533	0.0097
534	0.0097
535	0.0097
536	0.0097
537	0.0097
538	0.0097
539	0.0097
540	0.0097
541	0.0097
542	0.0097
543	0.0097
544	0.0097
545	0.0097
546	0.0097
547	0.0097
548	0.0097
549	0.0097
550	0.0097
551	0.0097
552	0.0097
553	0.0097
554	0.0097
555	0.0097
556	0.0097
557	0.0097
558	0.0097
559	0.0097
560	0.0097
561	0.0097
562	0.0097
563	0.0097
564	0.0097
565	0.0097
566	0.0097
567	0.0097
568	0.0097
569	0.0097
570	0.0097
571	0.0097
572	0.0097
573	0.0097
574	0.0097
575	0.0097
576	0.0097
577	0.0098
578	0.0098
579	0.0098
580	0.0098
581	0.0098
582	0.0098
583	0.0098
584	0.0098
585	0.0098
586	0.0098
587	0.0098
588	0.0098
589	0.0098
590	0.0098
591	0.0098
592	0.0098
593	0.0098
594	0.0098
595	0.0098
596	0.0098
597	0.0098
598	0.0098
599	0.0098
600	0.0098
601	0.0098
602	0.0098
603	0.0098
604	0.0098
605	0.0098
606	0.0099
607	0.0098
608	0.0099
609	0.0099
610	0.0099
611	0.0099
612	0.0099
613	0.0099
614	0.0099
615	0.0099
616	0.0099
617	0.0099
618	0.0099
619	0.0099
620	0.0099
621	0.0099
622	0.0099
623	0.0099
624	0.0099
625	0.0099
626	0.0099
627	0.0099
628	0.0099
629	0.0099
630	0.0100
631	0.0100
632	0.0100
633	0.0100
634	0.0100
635	0.0100
636	0.0100
637	0.0100
638	0.0100
639	0.0100
640	0.0100
641	0.0100
642	0.0100
643	0.0100
644	0.0100
645	0.0100
646	0.0100
647	0.0100
648	0.0100
649	0.0100
650	0.0100
651	0.0100
652	0.0100
653	0.0100
654	0.0101
655	0.0100
656	0.0101
657	0.0101
658	0.0101
659	0.0101
660	0.0101
661	0.0101
662	0.0101
663	0.0101
664	0.0101
665	0.0101
666	0.0101
667	0.0101
668	0.0101
669	0.0101
670	0.0101
671	0.0101
672	0.0101
673	0.0101
674	0.0101
675	0.0101
676	0.0101
677	0.0101
678	0.0101
679	0.0101
680	0.0101
681	0.0101
682	0.0101
683	0.0101
684	0.0101
685	0.0101
686	0.0101
687	0.0102
688	0.0102
689	0.0101
690	0.0101
691	0.0101
692	0.0101
693	0.0102
694	0.0101
695	0.0101
696	0.0101
697	0.0101
698	0.0101
699	0.0102
700	0.0101
701	0.0101
702	0.0102
703	0.0102
704	0.0102
705	0.0102
706	0.0101
707	0.0102
708	0.0102
709	0.0102
710	0.0102
711	0.0102
712	0.0102
713	0.0102
714	0.0102
715	0.0102
716	0.0102
717	0.0102
718	0.0101
719	0.0101
720	0.0101
721	0.0102
722	0.0102
723	0.0102
724	0.0102
725	0.0102
726	0.0101
727	0.0101
728	0.0102
729	0.0101
730	0.0102
731	0.0102
732	0.0102
733	0.0102
734	0.0102
735	0.0102
736	0.0102
737	0.0101
738	0.0102
739	0.0101
740	0.0101
741	0.0102
742	0.0101
743	0.0101
744	0.0101
745	0.0101
746	0.0101
747	0.0102
748	0.0102
749	0.0101
750	0.0101
751	0.0101
752	0.0101
753	0.0101
754	0.0101
755	0.0101
756	0.0101
757	0.0102
758	0.0101
759	0.0101
760	0.0101
761	0.0101
762	0.0101
763	0.0101
764	0.0101
765	0.0101
766	0.0101
767	0.0101
768	0.0101
769	0.0101
770	0.0101
771	0.0101
772	0.0101
773	0.0101
774	0.0101
775	0.0101
776	0.0101
777	0.0101
778	0.0101
779	0.0101
780	0.0101
781	0.0101
782	0.0101
783	0.0100
784	0.0100
785	0.0101
786	0.0100
787	0.0100
788	0.0100
789	0.0101
790	0.0100
791	0.0100
792	0.0100
793	0.0101
794	0.0100
795	0.0100
796	0.0100
797	0.0100
798	0.0100
799	0.0100
800	0.0100
801	0.0100
802	0.0100
803	0.0100
804	0.0100
805	0.0100
806	0.0100
807	0.0100
808	0.0100
809	0.0100
810	0.0100
811	0.0100
812	0.0100
813	0.0100
814	0.0100
815	0.0100
816	0.0100
817	0.0100
818	0.0100
819	0.0100
820	0.0100
821	0.0100
822	0.0100
823	0.0100
824	0.0100
825	0.0100
826	0.0100
827	0.0100
828	0.0100
829	0.0100
830	0.0100
831	0.0100
832	0.0100
833	0.0101
834	0.0100
835	0.0100
836	0.0100
837	0.0100
838	0.0100
839	0.0100
840	0.0101
841	0.0101
842	0.0101
843	0.0101
844	0.0101
845	0.0101
846	0.0101
847	0.0102
848	0.0102
849	0.0101
850	0.0101
851	0.0103
852	0.0103
853	0.0103
854	0.0103
855	0.0103
856	0.0104
857	0.0105
858	0.0106
859	0.0105
860	0.0102
861	0.0097
862	0.0100
863	0.0099
864	0.0100
865	0.0100
866	0.0099
867	0.0098
868	0.0099
869	0.0099
870	0.0099
871	0.0100
872	0.0100
873	0.0099
874	0.0099
875	0.0100
876	0.0100
877	0.0100
878	0.0100
879	0.0100
880	0.0100
881	0.0100
882	0.0100
883	0.0100
884	0.0100
885	0.0100
886	0.0100
887	0.0100
888	0.0100
889	0.0100
890	0.0100
891	0.0100
892	0.0100
893	0.0100
894	0.0100
895	0.0100
896	0.0100
897	0.0100
898	0.0100
899	0.0100
900	0.0100
901	0.0100
902	0.0101
903	0.0101
904	0.0101
905	0.0101
906	0.0101
907	0.0101
908	0.0101
909	0.0101
910	0.0101
911	0.0101
912	0.0101
913	0.0101
914	0.0101
915	0.0101
916	0.0101
917	0.0101
918	0.0101
919	0.0101
920	0.0101
921	0.0101
922	0.0101
923	0.0101
924	0.0101
925	0.0101
926	0.0102
927	0.0101
928	0.0102
929	0.0102
930	0.0102
931	0.0102
932	0.0102
933	0.0102
934	0.0102
935	0.0102
936	0.0102
937	0.0102
938	0.0102
939	0.0102
940	0.0102
941	0.0102
942	0.0102
943	0.0102
944	0.0102
945	0.0102
946	0.0102
947	0.0103
948	0.0103
949	0.0102
950	0.0103
951	0.0103
952	0.0103
953	0.0103
954	0.0103
955	0.0103
956	0.0103
957	0.0103
958	0.0103
959	0.0103
960	0.0103
961	0.0103
962	0.0103
963	0.0103
964	0.0103
965	0.0104
966	0.0103
967	0.0104
968	0.0104
969	0.0104
970	0.0104
971	0.0104
972	0.0104
973	0.0104
974	0.0104
975	0.0104
976	0.0104
977	0.0104
978	0.0104
979	0.0104
980	0.0104
981	0.0104
982	0.0104
983	0.0104
984	0.0105
985	0.0105
986	0.0105
987	0.0105
988	0.0105
989	0.0105
990	0.0105
991	0.0105
992	0.0105
993	0.0105
994	0.0105
995	0.0105
996	0.0105
997	0.0105
998	0.0105
999	0.0105
1000	0.0105
1001	0.0106
1002	0.0106
1003	0.0106
1004	0.0106
1005	0.0106
1006	0.0106
1007	0.0106
1008	0.0106
1009	0.0106
1010	0.0106
1011	0.0106
1012	0.0106
1013	0.0106
1014	0.0107
1015	0.0106
1016	0.0107
1017	0.0107
1018	0.0107
1019	0.0107
1020	0.0107
1021	0.0107
1022	0.0107
1023	0.0107
1024	0.0107
1025	0.0107
1026	0.0107
1027	0.0107
1028	0.0107
1029	0.0107
1030	0.0107
1031	0.0107
1032	0.0108
1033	0.0108
1034	0.0108
1035	0.0108
1036	0.0108
1037	0.0108
1038	0.0108
1039	0.0108
1040	0.0108
1041	0.0108
1042	0.0108
1043	0.0108
1044	0.0108
1045	0.0108
1046	0.0109
1047	0.0109
1048	0.0109
1049	0.0109
1050	0.0109
1051	0.0109
1052	0.0109
1053	0.0109
1054	0.0109
1055	0.0109
1056	0.0109
1057	0.0109
1058	0.0109
1059	0.0109
1060	0.0110
1061	0.0110
1062	0.0110
1063	0.0110
1064	0.0110
1065	0.0110
1066	0.0110
1067	0.0110
1068	0.0110
1069	0.0110
1070	0.0110
1071	0.0110
1072	0.0110
1073	0.0110
1074	0.0111
1075	0.0111
1076	0.0111
1077	0.0111
1078	0.0111
1079	0.0111
1080	0.0111
1081	0.0111
1082	0.0111
1083	0.0111
1084	0.0111
1085	0.0111
1086	0.0112
1087	0.0112
1088	0.0112
1089	0.0112
1090	0.0112
1091	0.0112
1092	0.0112
1093	0.0112
1094	0.0112
1095	0.0112
1096	0.0112
1097	0.0112
1098	0.0113
1099	0.0113
1100	0.0113
1101	0.0113
1102	0.0113
1103	0.0113
1104	0.0113
1105	0.0113
1106	0.0113
1107	0.0113
1108	0.0113
1109	0.0113
1110	0.0113
1111	0.0114
1112	0.0114
1113	0.0114
1114	0.0114
1115	0.0114
1116	0.0114
1117	0.0114
1118	0.0114
1119	0.0114
1120	0.0114
1121	0.0114
1122	0.0114
1123	0.0115
1124	0.0115
1125	0.0115
1126	0.0115
1127	0.0115
1128	0.0115
1129	0.0115
1130	0.0115
1131	0.0115
1132	0.0115
1133	0.0116
1134	0.0116
1135	0.0116
1136	0.0116
1137	0.0116
1138	0.0116
1139	0.0116
1140	0.0116
1141	0.0116
1142	0.0116
1143	0.0116
1144	0.0116
1145	0.0117
1146	0.0117
1147	0.0117
1148	0.0117
1149	0.0117
1150	0.0117
1151	0.0117
1152	0.0117
1153	0.0117
1154	0.0117
1155	0.0118
1156	0.0118
1157	0.0118
1158	0.0118
1159	0.0118
1160	0.0118
1161	0.0118
1162	0.0118
1163	0.0118
1164	0.0118
1165	0.0118
1166	0.0119
1167	0.0119
1168	0.0119
1169	0.0119
1170	0.0119
1171	0.0119
1172	0.0119
1173	0.0119
1174	0.0119
1175	0.0120
1176	0.0119
1177	0.0120
1178	0.0120
1179	0.0120
1180	0.0120
1181	0.0120
1182	0.0120
1183	0.0120
1184	0.0120
1185	0.0120
1186	0.0120
1187	0.0121
1188	0.0121
1189	0.0121
1190	0.0121
1191	0.0121
1192	0.0121
1193	0.0121
1194	0.0121
1195	0.0121
1196	0.0121
1197	0.0122
1198	0.0122
1199	0.0122
1200	0.0122
1201	0.0122
1202	0.0122
1203	0.0122
1204	0.0122
1205	0.0122
1206	0.0122
1207	0.0123
1208	0.0123
1209	0.0123
1210	0.0123
1211	0.0123
1212	0.0123
1213	0.0123
1214	0.0123
1215	0.0123
1216	0.0123
1217	0.0124
1218	0.0124
1219	0.0124
1220	0.0124
1221	0.0124
1222	0.0124
1223	0.0124
1224	0.0124
1225	0.0124
1226	0.0124
1227	0.0125
1228	0.0125
1229	0.0125
1230	0.0125
1231	0.0125
1232	0.0125
1233	0.0125
1234	0.0125
1235	0.0125
1236	0.0125
1237	0.0126
1238	0.0126
1239	0.0126
1240	0.0126
1241	0.0126
1242	0.0126
1243	0.0126
1244	0.0126
1245	0.0126
1246	0.0127
1247	0.0127
1248	0.0127
1249	0.0127
1250	0.0127
1251	0.0127
1252	0.0127
1253	0.0127
1254	0.0127
1255	0.0128
1256	0.0128
1257	0.0128
1258	0.0128
1259	0.0128
1260	0.0128
1261	0.0128
1262	0.0128
1263	0.0128
1264	0.0128
1265	0.0129
1266	0.0129
1267	0.0129
1268	0.0129
1269	0.0129
1270	0.0129
1271	0.0129
1272	0.0129
1273	0.0129
1274	0.0130
1275	0.0130
1276	0.0130
1277	0.0130
1278	0.0130
1279	0.0130
1280	0.0130
1281	0.0130
1282	0.0130
1283	0.0131
1284	0.0131
1285	0.0131
1286	0.0131
1287	0.0131
1288	0.0131
1289	0.0131
1290	0.0131
1291	0.0131
1292	0.0132
1293	0.0132
1294	0.0132
1295	0.0132
1296	0.0132
1297	0.0132
1298	0.0132
1299	0.0132
1300	0.0132
1301	0.0133
1302	0.0133
1303	0.0133
1304	0.0133
1305	0.0133
1306	0.0133
1307	0.0133
1308	0.0133
1309	0.0134
1310	0.0134
1311	0.0134
1312	0.0134
1313	0.0134
1314	0.0134
1315	0.0134
1316	0.0134
1317	0.0135
1318	0.0135
1319	0.0135
1320	0.0135
1321	0.0135
1322	0.0135
1323	0.0135
1324	0.0135
1325	0.0135
1326	0.0135
1327	0.0136
1328	0.0136
1329	0.0136
1330	0.0136
1331	0.0136
1332	0.0136
1333	0.0136
1334	0.0136
1335	0.0137
1336	0.0137
1337	0.0137
1338	0.0137
1339	0.0137
1340	0.0137
1341	0.0137
1342	0.0137
1343	0.0138
1344	0.0138
1345	0.0138
1346	0.0138
1347	0.0138
1348	0.0138
1349	0.0138
1350	0.0139
1351	0.0139
1352	0.0139
1353	0.0139
1354	0.0139
1355	0.0139
1356	0.0139
1357	0.0139
1358	0.0140
1359	0.0140
1360	0.0140
1361	0.0140
1362	0.0140
1363	0.0140
1364	0.0140
1365	0.0141
1366	0.0141
1367	0.0141
1368	0.0141
1369	0.0141
1370	0.0141
1371	0.0141
1372	0.0142
1373	0.0142
1374	0.0142
1375	0.0142
1376	0.0142
1377	0.0142
1378	0.0142
1379	0.0143
1380	0.0143
1381	0.0143
1382	0.0143
1383	0.0143
1384	0.0143
1385	0.0143
1386	0.0143
1387	0.0144
1388	0.0144
1389	0.0144
1390	0.0144
1391	0.0144
1392	0.0144
1393	0.0145
1394	0.0145
1395	0.0145
1396	0.0145
1397	0.0145
1398	0.0145
1399	0.0145
1400	0.0146
1401	0.0146
1402	0.0146
1403	0.0146
1404	0.0146
1405	0.0146
1406	0.0147
1407	0.0147
1408	0.0147
1409	0.0147
1410	0.0147
1411	0.0147
1412	0.0147
1413	0.0148
1414	0.0148
1415	0.0148
1416	0.0148
1417	0.0148
1418	0.0148
1419	0.0149
1420	0.0149
1421	0.0149
1422	0.0149
1423	0.0149
1424	0.0149
1425	0.0149
1426	0.0150
1427	0.0150
1428	0.0150
1429	0.0150
1430	0.0150
1431	0.0150
1432	0.0151
1433	0.0151
1434	0.0151
1435	0.0151
1436	0.0151
1437	0.0151
1438	0.0151
1439	0.0152
1440	0.0152
1441	0.0152
1442	0.0152
1443	0.0152
1444	0.0152
1445	0.0152
1446	0.0153
1447	0.0153
1448	0.0153
1449	0.0153
1450	0.0153
1451	0.0153
1452	0.0154
1453	0.0154
1454	0.0154
1455	0.0154
1456	0.0154
1457	0.0154
1458	0.0154
1459	0.0154
1460	0.0155
1461	0.0155
1462	0.0155
1463	0.0155
1464	0.0155
1465	0.0155
1466	0.0155
1467	0.0156
1468	0.0156
1469	0.0156
1470	0.0156
1471	0.0156
1472	0.0156
1473	0.0157
1474	0.0157
1475	0.0157
1476	0.0157
1477	0.0157
1478	0.0157
1479	0.0157
1480	0.0158
1481	0.0158
1482	0.0158
1483	0.0158
1484	0.0158
1485	0.0158
1486	0.0159
1487	0.0159
1488	0.0159
1489	0.0159
1490	0.0159
1491	0.0159
1492	0.0159
1493	0.0160
1494	0.0160
1495	0.0160
1496	0.0160
1497	0.0160
1498	0.0160
1499	0.0160
1500	0.0161
1501	0.0161
1502	0.0161
1503	0.0161
1504	0.0161
1505	0.0161
1506	0.0161
1507	0.0161
1508	0.0162
1509	0.0162
1510	0.0162
1511	0.0162
1512	0.0162
1513	0.0162
1514	0.0162
1515	0.0163
1516	0.0163
1517	0.0163
1518	0.0163
1519	0.0163
1520	0.0163
1521	0.0163
1522	0.0163
1523	0.0164
1524	0.0164
1525	0.0164
1526	0.0164
1527	0.0164
1528	0.0164
1529	0.0164
1530	0.0165
1531	0.0165
1532	0.0165
1533	0.0165
1534	0.0165
1535	0.0165
1536	0.0165
1537	0.0166
1538	0.0166
1539	0.0166
1540	0.0166
1541	0.0166
1542	0.0166
1543	0.0166
1544	0.0166
1545	0.0167
1546	0.0167
1547	0.0167
1548	0.0167
1549	0.0167
1550	0.0167
1551	0.0167
1552	0.0168
1553	0.0168
1554	0.0168
1555	0.0168
1556	0.0168
1557	0.0168
1558	0.0168
1559	0.0169
1560	0.0169
1561	0.0169
1562	0.0169
1563	0.0169
1564	0.0169
1565	0.0170
1566	0.0170
1567	0.0170
1568	0.0170
1569	0.0170
1570	0.0170
1571	0.0170
1572	0.0171
1573	0.0171
1574	0.0171
1575	0.0171
1576	0.0171
1577	0.0171
1578	0.0171
1579	0.0172
1580	0.0172
1581	0.0172
1582	0.0172
1583	0.0172
1584	0.0172
1585	0.0172
1586	0.0173
1587	0.0173
1588	0.0173
1589	0.0173
1590	0.0173
1591	0.0173
1592	0.0173
1593	0.0174
1594	0.0174
1595	0.0174
1596	0.0174
1597	0.0174
1598	0.0174
1599	0.0174
1600	0.0175
1601	0.0175
1602	0.0175
1603	0.0175
1604	0.0175
1605	0.0175
1606	0.0175
1607	0.0176
1608	0.0176
1609	0.0176
1610	0.0176
1611	0.0176
1612	0.0176
1613	0.0176
1614	0.0177
1615	0.0177
1616	0.0177
1617	0.0177
1618	0.0177
1619	0.0177
1620	0.0178
1621	0.0178
1622	0.0178
1623	0.0178
1624	0.0178
1625	0.0178
1626	0.0178
1627	0.0178
1628	0.0179
1629	0.0179
1630	0.0179
1631	0.0179
1632	0.0179
1633	0.0179
1634	0.0180
1635	0.0180
1636	0.0180
1637	0.0180
1638	0.0180
1639	0.0180
1640	0.0181
1641	0.0181
1642	0.0181
1643	0.0181
1644	0.0181
1645	0.0182
1646	0.0182
1647	0.0182
1648	0.0182
1649	0.0182
1650	0.0182
1651	0.0183
1652	0.0183
1653	0.0183
1654	0.0183
1655	0.0183
1656	0.0184
1657	0.0184
1658	0.0184
1659	0.0184
1660	0.0184
1661	0.0185
1662	0.0185
1663	0.0185
1664	0.0185
1665	0.0185
1666	0.0185
1667	0.0185
1668	0.0186
1669	0.0186
1670	0.0186
1671	0.0186
1672	0.0186
1673	0.0186
1674	0.0187
1675	0.0187
1676	0.0187
1677	0.0187
1678	0.0187
1679	0.0187
1680	0.0187
1681	0.0187
1682	0.0188
1683	0.0188
1684	0.0188
1685	0.0188
1686	0.0188
1687	0.0188
1688	0.0188
1689	0.0189
1690	0.0189
1691	0.0189
1692	0.0189
1693	0.0189
1694	0.0189
1695	0.0189
1696	0.0190
1697	0.0190
1698	0.0190
1699	0.0190
1700	0.0190
1701	0.0191
1702	0.0191
1703	0.0191
1704	0.0191
1705	0.0191
1706	0.0191
1707	0.0192
1708	0.0192
1709	0.0192
1710	0.0192
1711	0.0192
1712	0.0192
1713	0.0193
1714	0.0193
1715	0.0193
1716	0.0193
1717	0.0193
1718	0.0193
1719	0.0194
1720	0.0194
1721	0.0194
1722	0.0194
1723	0.0194
1724	0.0194
1725	0.0194
1726	0.0195
1727	0.0195
1728	0.0195
1729	0.0195
1730	0.0195
1731	0.0195
1732	0.0196
1733	0.0196
1734	0.0196
1735	0.0196
1736	0.0196
1737	0.0196
1738	0.0196
1739	0.0197
1740	0.0196
1741	0.0197
1742	0.0197
1743	0.0197
1744	0.0197
1745	0.0197
1746	0.0197
1747	0.0197
1748	0.0198
1749	0.0198
1750	0.0198
1751	0.0198
1752	0.0198
1753	0.0198
1754	0.0198
1755	0.0198
1756	0.0199
1757	0.0199
1758	0.0199
1759	0.0199
1760	0.0199
1761	0.0199
1762	0.0199
1763	0.0200
1764	0.0200
1765	0.0200
1766	0.0200
1767	0.0200
1768	0.0200
1769	0.0201
1770	0.0201
1771	0.0201
1772	0.0201
1773	0.0201
1774	0.0201
1775	0.0201
1776	0.0202
1777	0.0202
1778	0.0202
1779	0.0202
1780	0.0202
1781	0.0202
1782	0.0202
1783	0.0203
1784	0.0203
1785	0.0203
1786	0.0203
1787	0.0203
1788	0.0203
1789	0.0203
1790	0.0204
1791	0.0204
1792	0.0204
1793	0.0204
1794	0.0204
1795	0.0204
1796	0.0205
1797	0.0205
1798	0.0205
1799	0.0205
1800	0.0205
1801	0.0205
1802	0.0206
1803	0.0206
1804	0.0206
1805	0.0206
1806	0.0206
1807	0.0206
1808	0.0206
1809	0.0206
1810	0.0206
1811	0.0207
1812	0.0207
1813	0.0207
1814	0.0207
1815	0.0207
1816	0.0207
1817	0.0208
1818	0.0208
1819	0.0208
1820	0.0208
1821	0.0208
1822	0.0208
1823	0.0208
1824	0.0208
1825	0.0209
1826	0.0209
1827	0.0209
1828	0.0209
1829	0.0209
1830	0.0209
1831	0.0209
1832	0.0209
1833	0.0210
1834	0.0210
1835	0.0210
1836	0.0210
1837	0.0210
1838	0.0210
1839	0.0211
1840	0.0211
1841	0.0211
1842	0.0211
1843	0.0211
1844	0.0211
1845	0.0211
1846	0.0212
1847	0.0212
1848	0.0212
1849	0.0212
1850	0.0212
1851	0.0212
1852	0.0213
1853	0.0213
1854	0.0213
1855	0.0213
1856	0.0213
1857	0.0213
1858	0.0213
1859	0.0214
1860	0.0214
1861	0.0214
1862	0.0214
1863	0.0214
1864	0.0214
1865	0.0215
1866	0.0215
1867	0.0215
1868	0.0215
1869	0.0215
1870	0.0216
1871	0.0216
1872	0.0216
1873	0.0216
1874	0.0216
1875	0.0216
1876	0.0216
1877	0.0217
1878	0.0217
1879	0.0217
1880	0.0217
1881	0.0217
1882	0.0217
1883	0.0218
1884	0.0218
1885	0.0218
1886	0.0218
1887	0.0219
1888	0.0219
1889	0.0219
1890	0.0219
1891	0.0220
1892	0.0220
1893	0.0220
1894	0.0220
1895	0.0220
1896	0.0221
1897	0.0221
1898	0.0221
1899	0.0221
1900	0.0222
1901	0.0222
1902	0.0222
1903	0.0222
1904	0.0223
1905	0.0223
1906	0.0223
1907	0.0223
1908	0.0224
1909	0.0224
1910	0.0224
1911	0.0224
1912	0.0225
1913	0.0225
1914	0.0225
1915	0.0225
1916	0.0225
1917	0.0226
1918	0.0226
1919	0.0226
1920	0.0226
1921	0.0226
1922	0.0227
1923	0.0227
1924	0.0227
1925	0.0228
1926	0.0227
1927	0.0228
1928	0.0228
1929	0.0228
1930	0.0228
1931	0.0228
1932	0.0229
1933	0.0229
1934	0.0229
1935	0.0229
1936	0.0229
1937	0.0230
1938	0.0230
1939	0.0230
1940	0.0230
1941	0.0230
1942	0.0231
1943	0.0231
1944	0.0231
1945	0.0231
1946	0.0231
1947	0.0231
1948	0.0232
1949	0.0231
1950	0.0231
1951	0.0232
1952	0.0232
1953	0.0232
1954	0.0232
1955	0.0233
1956	0.0233
1957	0.0233
1958	0.0233
1959	0.0232
1960	0.0233
1961	0.0233
1962	0.0233
1963	0.0233
1964	0.0233
1965	0.0234
1966	0.0234
1967	0.0234
1968	0.0234
1969	0.0234
1970	0.0234
1971	0.0234
1972	0.0235
1973	0.0235
1974	0.0235
1975	0.0235
1976	0.0235
1977	0.0235
1978	0.0235
1979	0.0235
1980	0.0236
1981	0.0236
1982	0.0236
1983	0.0236
1984	0.0236
1985	0.0236
1986	0.0237
1987	0.0237
1988	0.0237
1989	0.0237
1990	0.0237
1991	0.0237
1992	0.0237
1993	0.0238
1994	0.0238
1995	0.0238
1996	0.0238
1997	0.0238
1998	0.0238
1999	0.0239
2000	0.0239
2001	0.0239
2002	0.0239
2003	0.0239
2004	0.0239
2005	0.0239
2006	0.0240
2007	0.0240
2008	0.0240
2009	0.0240
2010	0.0240
2011	0.0240
2012	0.0241
2013	0.0241
2014	0.0241
2015	0.0241
2016	0.0241
2017	0.0241
2018	0.0242
2019	0.0242
2020	0.0242
2021	0.0242
2022	0.0242
2023	0.0243
2024	0.0243
2025	0.0243
2026	0.0243
2027	0.0244
2028	0.0244
2029	0.0244
2030	0.0244
2031	0.0244
2032	0.0244
2033	0.0245
2034	0.0245
2035	0.0245
2036	0.0245
2037	0.0245
2038	0.0246
2039	0.0246
2040	0.0246
2041	0.0246
2042	0.0247
2043	0.0247
2044	0.0247
2045	0.0247
2046	0.0247
2047	0.0247
2048	0.0247
2049	0.0248
2050	0.0248
2051	0.0248
2052	0.0248
2053	0.0248
2054	0.0248
2055	0.0248
2056	0.0248
2057	0.0248
2058	0.0249
2059	0.0249
2060	0.0249
2061	0.0249
2062	0.0249
2063	0.0249
2064	0.0250
2065	0.0250
2066	0.0250
2067	0.0250
2068	0.0250
2069	0.0250
2070	0.0251
2071	0.0251
2072	0.0251
2073	0.0251
2074	0.0251
2075	0.0251
2076	0.0251
2077	0.0252
2078	0.0251
2079	0.0251
2080	0.0252
2081	0.0252
2082	0.0252
2083	0.0252
2084	0.0252
2085	0.0253
2086	0.0253
2087	0.0253
2088	0.0253
