99AA04-0920-4786	
796	0.9883
797	0.9884
798	0.9883
799	0.9881
800	0.9885
801	0.9882
802	0.9876
803	0.9885
804	0.9886
805	0.9873
806	0.9881
807	0.9888
808	0.9878
809	0.9885
810	0.9886
811	0.9883
812	0.9881
813	0.9886
814	0.9883
815	0.9877
816	0.9881
817	0.9880
818	0.9884
819	0.9879
820	0.9874
821	0.9883
822	0.9875
823	0.9881
824	0.9883
825	0.9880
826	0.9879
827	0.9875
828	0.9874
829	0.9878
830	0.9873
831	0.9871
832	0.9879
833	0.9885
834	0.9881
835	0.9878
836	0.9880
837	0.9880
838	0.9888
839	0.9885
840	0.9882
841	0.9892
842	0.9885
843	0.9883
844	0.9881
845	0.9890
846	0.9883
847	0.9883
848	0.9884
849	0.9883
850	0.9891
851	0.9887
852	0.9890
853	0.9879
854	0.9879
855	0.9896
856	0.9891
857	0.9886
858	0.9880
859	0.9891
860	0.9904
861	0.9899
862	0.9900
863	0.9899
864	0.9900
865	0.9900
866	0.9900
867	0.9901
868	0.9902
869	0.9901
870	0.9903
871	0.9903
872	0.9903
873	0.9903
874	0.9903
875	0.9903
876	0.9904
877	0.9904
878	0.9904
879	0.9904
880	0.9905
881	0.9905
882	0.9904
883	0.9904
884	0.9904
885	0.9905
886	0.9906
887	0.9905
888	0.9906
889	0.9905
890	0.9905
891	0.9905
892	0.9906
893	0.9906
894	0.9906
895	0.9906
896	0.9906
897	0.9906
898	0.9906
899	0.9906
900	0.9906
901	0.9905
902	0.9906
903	0.9907
904	0.9906
905	0.9905
906	0.9906
907	0.9906
908	0.9906
909	0.9907
910	0.9906
911	0.9906
912	0.9906
913	0.9906
914	0.9907
915	0.9906
916	0.9906
917	0.9906
918	0.9907
919	0.9907
920	0.9906
921	0.9906
922	0.9906
923	0.9907
924	0.9907
925	0.9907
926	0.9907
927	0.9907
928	0.9907
929	0.9907
930	0.9906
931	0.9906
932	0.9906
933	0.9906
934	0.9907
935	0.9906
936	0.9906
937	0.9906
938	0.9906
939	0.9906
940	0.9906
941	0.9907
942	0.9907
943	0.9907
944	0.9907
945	0.9907
946	0.9907
947	0.9907
948	0.9906
949	0.9906
950	0.9907
951	0.9907
952	0.9907
953	0.9907
954	0.9907
955	0.9907
956	0.9906
957	0.9906
958	0.9906
959	0.9906
960	0.9906
961	0.9906
962	0.9906
963	0.9907
964	0.9907
965	0.9906
966	0.9906
967	0.9907
968	0.9906
969	0.9906
970	0.9906
971	0.9906
972	0.9906
973	0.9907
974	0.9906
975	0.9906
976	0.9906
977	0.9906
978	0.9906
979	0.9907
980	0.9906
981	0.9906
982	0.9905
983	0.9906
984	0.9906
985	0.9906
986	0.9905
987	0.9905
988	0.9906
989	0.9906
990	0.9905
991	0.9905
992	0.9905
993	0.9905
994	0.9905
995	0.9906
996	0.9905
997	0.9905
998	0.9905
999	0.9905
1000	0.9906
1001	0.9905
1002	0.9904
1003	0.9904
1004	0.9905
1005	0.9906
1006	0.9905
1007	0.9905
1008	0.9905
1009	0.9905
1010	0.9905
1011	0.9905
1012	0.9905
1013	0.9905
1014	0.9905
1015	0.9905
1016	0.9905
1017	0.9905
1018	0.9905
1019	0.9904
1020	0.9905
1021	0.9905
1022	0.9904
1023	0.9905
1024	0.9904
1025	0.9904
1026	0.9904
1027	0.9905
1028	0.9904
1029	0.9904
1030	0.9904
1031	0.9904
1032	0.9904
1033	0.9905
1034	0.9905
1035	0.9905
1036	0.9905
1037	0.9904
1038	0.9904
1039	0.9905
1040	0.9905
1041	0.9905
1042	0.9904
1043	0.9904
1044	0.9904
1045	0.9904
1046	0.9904
1047	0.9904
1048	0.9903
1049	0.9903
1050	0.9903
1051	0.9903
1052	0.9904
1053	0.9904
1054	0.9904
1055	0.9904
1056	0.9904
1057	0.9904
1058	0.9904
1059	0.9904
1060	0.9904
1061	0.9904
1062	0.9904
1063	0.9904
1064	0.9904
1065	0.9903
1066	0.9903
1067	0.9903
1068	0.9904
1069	0.9903
1070	0.9903
1071	0.9903
1072	0.9904
1073	0.9903
1074	0.9903
1075	0.9903
1076	0.9903
1077	0.9904
1078	0.9903
1079	0.9903
1080	0.9902
1081	0.9902
1082	0.9903
1083	0.9903
1084	0.9903
1085	0.9903
1086	0.9903
1087	0.9903
1088	0.9903
1089	0.9903
1090	0.9903
1091	0.9903
1092	0.9903
1093	0.9903
1094	0.9903
1095	0.9903
1096	0.9903
1097	0.9903
1098	0.9903
1099	0.9903
1100	0.9903
1101	0.9903
1102	0.9903
1103	0.9903
1104	0.9903
1105	0.9903
1106	0.9903
1107	0.9902
1108	0.9902
1109	0.9902
1110	0.9902
1111	0.9902
1112	0.9902
1113	0.9902
1114	0.9903
1115	0.9903
1116	0.9902
1117	0.9902
1118	0.9901
1119	0.9902
1120	0.9902
1121	0.9902
1122	0.9902
1123	0.9902
1124	0.9902
1125	0.9902
1126	0.9902
1127	0.9902
1128	0.9902
1129	0.9903
1130	0.9902
1131	0.9902
1132	0.9902
1133	0.9902
1134	0.9903
1135	0.9902
1136	0.9902
1137	0.9902
1138	0.9902
1139	0.9902
1140	0.9903
1141	0.9903
1142	0.9903
1143	0.9903
1144	0.9903
1145	0.9902
1146	0.9902
1147	0.9902
1148	0.9902
1149	0.9902
1150	0.9901
1151	0.9901
1152	0.9901
1153	0.9902
1154	0.9901
1155	0.9900
1156	0.9900
1157	0.9900
1158	0.9900
1159	0.9900
1160	0.9900
1161	0.9900
1162	0.9900
1163	0.9899
1164	0.9899
1165	0.9899
1166	0.9899
1167	0.9898
1168	0.9898
1169	0.9897
1170	0.9898
1171	0.9897
1172	0.9897
1173	0.9896
1174	0.9896
1175	0.9896
1176	0.9897
1177	0.9896
1178	0.9896
1179	0.9896
1180	0.9895
1181	0.9895
1182	0.9895
1183	0.9894
1184	0.9893
1185	0.9893
1186	0.9893
1187	0.9893
1188	0.9893
1189	0.9893
1190	0.9893
1191	0.9892
1192	0.9892
1193	0.9892
1194	0.9892
1195	0.9892
1196	0.9891
1197	0.9892
1198	0.9892
1199	0.9892
1200	0.9892
1201	0.9892
1202	0.9892
1203	0.9891
1204	0.9891
1205	0.9891
1206	0.9890
1207	0.9891
1208	0.9891
1209	0.9891
1210	0.9891
1211	0.9891
1212	0.9890
1213	0.9891
1214	0.9891
1215	0.9891
1216	0.9891
1217	0.9891
1218	0.9890
1219	0.9891
1220	0.9890
1221	0.9890
1222	0.9891
1223	0.9891
1224	0.9891
1225	0.9891
1226	0.9891
1227	0.9891
1228	0.9891
1229	0.9891
1230	0.9891
1231	0.9891
1232	0.9890
1233	0.9890
1234	0.9890
1235	0.9890
1236	0.9891
1237	0.9891
1238	0.9891
1239	0.9891
1240	0.9891
1241	0.9891
1242	0.9891
1243	0.9891
1244	0.9891
1245	0.9891
1246	0.9891
1247	0.9890
1248	0.9890
1249	0.9890
1250	0.9890
1251	0.9890
1252	0.9889
1253	0.9889
1254	0.9889
1255	0.9889
1256	0.9889
1257	0.9889
1258	0.9889
1259	0.9889
1260	0.9888
1261	0.9888
1262	0.9888
1263	0.9888
1264	0.9888
1265	0.9888
1266	0.9887
1267	0.9887
1268	0.9887
1269	0.9887
1270	0.9887
1271	0.9886
1272	0.9886
1273	0.9886
1274	0.9886
1275	0.9885
1276	0.9885
1277	0.9885
1278	0.9885
1279	0.9885
1280	0.9885
1281	0.9885
1282	0.9885
1283	0.9884
1284	0.9884
1285	0.9883
1286	0.9883
1287	0.9884
1288	0.9883
1289	0.9883
1290	0.9883
1291	0.9882
1292	0.9882
1293	0.9882
1294	0.9882
1295	0.9882
1296	0.9881
1297	0.9882
1298	0.9881
1299	0.9880
1300	0.9880
1301	0.9880
1302	0.9880
1303	0.9880
1304	0.9880
1305	0.9880
1306	0.9880
1307	0.9879
1308	0.9879
1309	0.9879
1310	0.9879
1311	0.9878
1312	0.9878
1313	0.9877
1314	0.9877
1315	0.9877
1316	0.9877
1317	0.9877
1318	0.9877
1319	0.9876
1320	0.9876
1321	0.9876
1322	0.9876
1323	0.9875
1324	0.9876
1325	0.9875
1326	0.9875
1327	0.9875
1328	0.9874
1329	0.9874
1330	0.9874
1331	0.9874
1332	0.9874
1333	0.9874
1334	0.9873
1335	0.9872
1336	0.9873
1337	0.9872
1338	0.9872
1339	0.9872
1340	0.9872
1341	0.9872
1342	0.9872
1343	0.9871
1344	0.9871
1345	0.9871
1346	0.9871
1347	0.9870
1348	0.9870
1349	0.9870
1350	0.9869
1351	0.9868
1352	0.9868
1353	0.9867
1354	0.9867
1355	0.9867
1356	0.9867
1357	0.9867
1358	0.9868
1359	0.9867
1360	0.9867
1361	0.9867
1362	0.9867
1363	0.9867
1364	0.9867
1365	0.9868
1366	0.9868
1367	0.9867
1368	0.9866
1369	0.9867
1370	0.9867
1371	0.9868
1372	0.9868
1373	0.9868
1374	0.9868
1375	0.9868
1376	0.9868
1377	0.9869
1378	0.9868
1379	0.9869
1380	0.9868
1381	0.9868
1382	0.9869
1383	0.9870
1384	0.9869
1385	0.9869
1386	0.9869
1387	0.9869
1388	0.9868
1389	0.9868
1390	0.9868
1391	0.9868
1392	0.9868
1393	0.9868
1394	0.9868
1395	0.9869
1396	0.9869
1397	0.9869
1398	0.9869
1399	0.9869
1400	0.9869
1401	0.9870
1402	0.9870
1403	0.9870
1404	0.9870
1405	0.9871
1406	0.9871
1407	0.9871
1408	0.9871
1409	0.9871
1410	0.9870
1411	0.9871
1412	0.9871
1413	0.9871
1414	0.9871
1415	0.9871
1416	0.9872
1417	0.9872
1418	0.9872
1419	0.9873
1420	0.9873
1421	0.9872
1422	0.9873
1423	0.9873
1424	0.9873
1425	0.9873
1426	0.9873
1427	0.9874
1428	0.9874
1429	0.9874
1430	0.9874
1431	0.9875
1432	0.9875
1433	0.9875
1434	0.9875
1435	0.9874
1436	0.9874
1437	0.9875
1438	0.9875
1439	0.9875
1440	0.9875
1441	0.9875
1442	0.9876
1443	0.9876
1444	0.9876
1445	0.9876
1446	0.9876
1447	0.9876
1448	0.9876
1449	0.9876
1450	0.9876
1451	0.9876
1452	0.9876
1453	0.9876
1454	0.9877
1455	0.9877
1456	0.9877
1457	0.9877
1458	0.9877
1459	0.9877
1460	0.9877
1461	0.9877
1462	0.9877
1463	0.9877
1464	0.9877
1465	0.9877
1466	0.9877
1467	0.9877
1468	0.9877
1469	0.9877
1470	0.9877
1471	0.9877
1472	0.9877
1473	0.9876
1474	0.9877
1475	0.9877
1476	0.9877
1477	0.9877
1478	0.9876
1479	0.9877
1480	0.9877
1481	0.9877
1482	0.9877
1483	0.9876
1484	0.9877
1485	0.9877
1486	0.9877
1487	0.9877
1488	0.9877
1489	0.9877
1490	0.9877
1491	0.9877
1492	0.9877
1493	0.9877
1494	0.9877
1495	0.9877
1496	0.9877
1497	0.9877
1498	0.9877
1499	0.9877
1500	0.9876
1501	0.9876
1502	0.9876
1503	0.9876
1504	0.9876
1505	0.9876
1506	0.9876
1507	0.9876
1508	0.9876
1509	0.9876
1510	0.9876
1511	0.9876
1512	0.9876
1513	0.9876
1514	0.9876
1515	0.9876
1516	0.9876
1517	0.9876
1518	0.9875
1519	0.9875
1520	0.9876
1521	0.9876
1522	0.9876
1523	0.9876
1524	0.9876
1525	0.9876
1526	0.9876
1527	0.9876
1528	0.9877
1529	0.9876
1530	0.9876
1531	0.9876
1532	0.9876
1533	0.9876
1534	0.9876
1535	0.9876
1536	0.9876
1537	0.9876
1538	0.9876
1539	0.9876
1540	0.9876
1541	0.9875
1542	0.9875
1543	0.9876
1544	0.9875
1545	0.9875
1546	0.9875
1547	0.9875
1548	0.9876
1549	0.9875
1550	0.9875
1551	0.9875
1552	0.9874
1553	0.9874
1554	0.9875
1555	0.9875
1556	0.9875
1557	0.9875
1558	0.9875
1559	0.9875
1560	0.9875
1561	0.9875
1562	0.9875
1563	0.9875
1564	0.9875
1565	0.9875
1566	0.9876
1567	0.9875
1568	0.9875
1569	0.9874
1570	0.9875
1571	0.9874
1572	0.9875
1573	0.9875
1574	0.9875
1575	0.9874
1576	0.9874
1577	0.9875
1578	0.9875
1579	0.9875
1580	0.9875
1581	0.9875
1582	0.9875
1583	0.9875
1584	0.9874
1585	0.9874
1586	0.9875
1587	0.9875
1588	0.9875
1589	0.9875
1590	0.9874
1591	0.9874
1592	0.9874
1593	0.9875
1594	0.9874
1595	0.9875
1596	0.9874
1597	0.9875
1598	0.9874
1599	0.9874
1600	0.9873
1601	0.9874
1602	0.9873
1603	0.9873
1604	0.9873
1605	0.9873
1606	0.9872
1607	0.9872
1608	0.9872
1609	0.9872
1610	0.9872
1611	0.9871
1612	0.9872
1613	0.9871
1614	0.9871
1615	0.9871
1616	0.9871
1617	0.9871
1618	0.9871
1619	0.9870
1620	0.9870
1621	0.9869
1622	0.9869
1623	0.9869
1624	0.9869
1625	0.9868
1626	0.9867
1627	0.9867
1628	0.9867
1629	0.9866
1630	0.9866
1631	0.9866
1632	0.9865
1633	0.9865
1634	0.9865
1635	0.9865
1636	0.9864
1637	0.9864
1638	0.9864
1639	0.9864
1640	0.9863
1641	0.9863
1642	0.9863
1643	0.9863
1644	0.9863
1645	0.9862
1646	0.9861
1647	0.9861
1648	0.9860
1649	0.9860
1650	0.9860
1651	0.9860
1652	0.9860
1653	0.9859
1654	0.9859
1655	0.9859
1656	0.9859
1657	0.9858
1658	0.9858
1659	0.9857
1660	0.9857
1661	0.9856
1662	0.9856
1663	0.9856
1664	0.9856
1665	0.9855
1666	0.9854
1667	0.9854
1668	0.9854
1669	0.9853
1670	0.9853
1671	0.9852
1672	0.9852
1673	0.9852
1674	0.9851
1675	0.9851
1676	0.9851
1677	0.9850
1678	0.9849
1679	0.9849
1680	0.9849
1681	0.9848
1682	0.9848
1683	0.9848
1684	0.9847
1685	0.9847
1686	0.9846
1687	0.9846
1688	0.9845
1689	0.9844
1690	0.9844
1691	0.9844
1692	0.9843
1693	0.9843
1694	0.9843
1695	0.9842
1696	0.9841
1697	0.9841
1698	0.9841
1699	0.9841
1700	0.9840
1701	0.9840
1702	0.9840
1703	0.9839
1704	0.9839
1705	0.9838
1706	0.9838
1707	0.9838
1708	0.9838
1709	0.9837
1710	0.9837
1711	0.9837
1712	0.9837
1713	0.9837
1714	0.9837
1715	0.9837
1716	0.9837
1717	0.9837
1718	0.9837
1719	0.9837
1720	0.9837
1721	0.9837
1722	0.9836
1723	0.9836
1724	0.9836
1725	0.9837
1726	0.9837
1727	0.9837
1728	0.9837
1729	0.9837
1730	0.9837
1731	0.9837
1732	0.9838
1733	0.9839
1734	0.9838
1735	0.9839
1736	0.9839
1737	0.9839
1738	0.9840
1739	0.9839
1740	0.9839
1741	0.9839
1742	0.9839
1743	0.9839
1744	0.9839
1745	0.9840
1746	0.9840
1747	0.9840
1748	0.9840
1749	0.9840
1750	0.9840
1751	0.9841
1752	0.9841
1753	0.9841
1754	0.9841
1755	0.9841
1756	0.9841
1757	0.9841
1758	0.9841
1759	0.9842
1760	0.9842
1761	0.9841
1762	0.9841
1763	0.9842
1764	0.9842
1765	0.9842
1766	0.9842
1767	0.9843
1768	0.9843
1769	0.9842
1770	0.9842
1771	0.9842
1772	0.9843
1773	0.9843
1774	0.9843
1775	0.9843
1776	0.9843
1777	0.9843
1778	0.9843
1779	0.9842
1780	0.9843
1781	0.9842
1782	0.9843
1783	0.9842
1784	0.9843
1785	0.9843
1786	0.9843
1787	0.9842
1788	0.9842
1789	0.9842
1790	0.9842
1791	0.9842
1792	0.9841
1793	0.9841
1794	0.9841
1795	0.9840
1796	0.9840
1797	0.9840
1798	0.9839
1799	0.9839
1800	0.9839
1801	0.9838
1802	0.9837
1803	0.9837
1804	0.9837
1805	0.9836
1806	0.9835
1807	0.9835
1808	0.9834
1809	0.9832
1810	0.9831
1811	0.9831
1812	0.9830
1813	0.9829
1814	0.9828
1815	0.9827
1816	0.9825
1817	0.9824
1818	0.9823
1819	0.9823
1820	0.9823
1821	0.9822
1822	0.9819
1823	0.9818
1824	0.9817
1825	0.9816
1826	0.9815
1827	0.9814
1828	0.9813
1829	0.9812
1830	0.9811
1831	0.9809
1832	0.9808
1833	0.9807
1834	0.9806
1835	0.9806
1836	0.9805
1837	0.9804
1838	0.9803
1839	0.9803
1840	0.9802
1841	0.9800
1842	0.9799
1843	0.9799
1844	0.9798
1845	0.9798
1846	0.9798
1847	0.9797
1848	0.9796
1849	0.9796
1850	0.9795
1851	0.9794
1852	0.9794
1853	0.9793
1854	0.9792
1855	0.9792
1856	0.9791
1857	0.9791
1858	0.9791
1859	0.9790
1860	0.9789
1861	0.9788
1862	0.9788
1863	0.9788
1864	0.9787
1865	0.9787
1866	0.9787
1867	0.9786
1868	0.9786
1869	0.9786
1870	0.9786
1871	0.9786
1872	0.9785
1873	0.9785
1874	0.9786
1875	0.9786
1876	0.9785
1877	0.9785
1878	0.9785
1879	0.9785
1880	0.9784
1881	0.9784
1882	0.9784
1883	0.9784
1884	0.9784
1885	0.9783
1886	0.9783
1887	0.9782
1888	0.9782
1889	0.9782
1890	0.9781
1891	0.9781
1892	0.9781
1893	0.9780
1894	0.9780
1895	0.9779
1896	0.9779
1897	0.9779
1898	0.9778
1899	0.9778
1900	0.9777
1901	0.9778
1902	0.9777
1903	0.9777
1904	0.9777
1905	0.9777
1906	0.9777
1907	0.9776
1908	0.9776
1909	0.9777
1910	0.9776
1911	0.9776
1912	0.9776
1913	0.9776
1914	0.9776
1915	0.9776
1916	0.9775
1917	0.9776
1918	0.9775
1919	0.9775
1920	0.9775
1921	0.9774
1922	0.9774
1923	0.9774
1924	0.9774
1925	0.9773
1926	0.9773
1927	0.9773
1928	0.9772
1929	0.9772
1930	0.9771
1931	0.9771
1932	0.9771
1933	0.9770
1934	0.9770
1935	0.9769
1936	0.9769
1937	0.9769
1938	0.9769
1939	0.9768
1940	0.9767
1941	0.9766
1942	0.9766
1943	0.9766
1944	0.9765
1945	0.9765
1946	0.9764
1947	0.9763
1948	0.9763
1949	0.9763
1950	0.9762
1951	0.9761
1952	0.9760
1953	0.9760
1954	0.9759
1955	0.9758
1956	0.9758
1957	0.9757
1958	0.9756
1959	0.9755
1960	0.9754
1961	0.9753
1962	0.9752
1963	0.9751
1964	0.9751
1965	0.9749
1966	0.9748
1967	0.9747
1968	0.9746
1969	0.9745
1970	0.9744
1971	0.9743
1972	0.9742
1973	0.9741
1974	0.9740
1975	0.9739
1976	0.9737
1977	0.9736
1978	0.9735
1979	0.9734
1980	0.9733
1981	0.9731
1982	0.9730
1983	0.9729
1984	0.9727
1985	0.9727
1986	0.9725
1987	0.9724
1988	0.9723
1989	0.9721
1990	0.9720
1991	0.9719
1992	0.9717
1993	0.9715
1994	0.9713
1995	0.9712
1996	0.9709
1997	0.9707
1998	0.9705
1999	0.9703
2000	0.9701
2001	0.9699
2002	0.9697
2003	0.9695
2004	0.9693
2005	0.9691
2006	0.9689
2007	0.9687
2008	0.9684
2009	0.9682
2010	0.9679
2011	0.9677
2012	0.9674
2013	0.9672
2014	0.9669
2015	0.9666
2016	0.9664
2017	0.9661
2018	0.9658
2019	0.9656
2020	0.9653
2021	0.9651
2022	0.9648
2023	0.9645
2024	0.9643
2025	0.9641
2026	0.9638
2027	0.9635
2028	0.9633
2029	0.9631
2030	0.9629
2031	0.9626
2032	0.9624
2033	0.9621
2034	0.9618
2035	0.9615
2036	0.9613
2037	0.9610
2038	0.9607
2039	0.9605
2040	0.9603
2041	0.9600
2042	0.9598
2043	0.9596
2044	0.9593
2045	0.9591
2046	0.9588
2047	0.9586
2048	0.9584
2049	0.9582
2050	0.9580
2051	0.9578
2052	0.9576
2053	0.9574
2054	0.9572
2055	0.9570
2056	0.9568
2057	0.9566
2058	0.9564
2059	0.9561
2060	0.9559
2061	0.9558
2062	0.9556
2063	0.9554
2064	0.9553
2065	0.9551
2066	0.9550
2067	0.9548
2068	0.9546
2069	0.9544
2070	0.9542
2071	0.9541
2072	0.9539
2073	0.9537
2074	0.9536
2075	0.9534
2076	0.9532
2077	0.9530
2078	0.9529
2079	0.9527
2080	0.9525
2081	0.9524
2082	0.9522
2083	0.9521
2084	0.9520
2085	0.9519
2086	0.9516
2087	0.9515
2088	0.9514
